Woodlands|Victors Hollow|In the Arena, in the waiting room to the right of the large door leading into the Arena proper
Woodlands|Victors Hollow|Inside the Orphanage, guarded by the Orphanage Matron (Difficulty: 6/10)
Highlands|Stonegard|In front of the Tavern, by the stack of barrels
Highlands|Stonegard|Stonegard Valleys, inside the last house (guarded by Elderly Shopowner / Ruffian, depending on Quest)
Highlands|Stonegard|Stonegard Heights, against the left wall of the right-most mansion
Coastlands|Goldshore|Inside the Tavern, against the southern wall, in the corner
Coastlands|Goldshore|Inside the house next to the Provisioner (the one from Alfyn's Chapter 2), against the back wall
Coastlands|Goldshore|Behind the tree near the tavern (go under the tavern hanging sign, then left behind the tree)
Coastlands|Goldshore|Next to the guarded house, in the gap between the stairs and the house
Coastlands|Goldshore|In front of the house to the right of the Cathedral, against the left wall, behind the tree
Coastlands|Goldshore|To the left of the Cathedral (mostly obscured by the trees)
Coastlands|Goldshore|In the left-side room, behind the left-hand bed, against the back wall
Coastlands|Goldshore|To the right of the Flame itself, against the right-hand wall, near one of the support pillars
Coastlands|Goldshore|Between the right-most row of pillars (the thinner ones) in-between the first and second pillar
Flatlands|Noblecourt|Inside the small house guarded by the Elderly Woman (Difficulty: 6/10)
Flatlands|Noblecourt|In the bottom-right corner of the graveyard
Flatlands|Noblecourt|South of Orlick's Manse, partially hidden by a tree
Flatlands|Noblecourt|Just to the left of the entrance to the mansion north of the Armory, behind a tree
Sunlands|Wellspring|Inside the left-most guarded house (Difficulty: 4/10), against the left wall
Sunlands|Wellspring|Inside the left-most guarded house (Difficulty: 4/10), against the right wall
Sunlands|Wellspring|Inside the Barracks, against the back-left corner
Sunlands|Wellspring|Down the lower path, in-between the two stalls against the oasis water's edge
Cliftlands|Quarrycrest|To the right of the Inn, hidden behind the rock pillar
Cliftlands|Quarrycrest|Just to the right of the guarded house
Cliftlands|Quarrycrest|Inside the house up the ramp behind the Provisioner (the house from Cyrus' Chapter 2)
Cliftlands|Quarrycrest|Down the ramp to the left of the Tavern, against the back cliff
Cliftlands|Quarrycrest|Across the short bridge just to the left of the Tavern
Cliftlands|Quarrycrest|On the wooden scaffold at the highest point in town, south of the Questgiver (across the bridge)
Frostlands|Stillsnow|Inside the Tavern, at the top of the stairs on the left
Frostlands|Stillsnow|Inside the building right by the entrance to Primrose's Chapter 2 Area
Frostlands|Stillsnow|Inside the house guarded by the Townsperson (Difficulty: 4/10)
Frostlands|Stillsnow|Inside the church in the upper-right corner of town
Frostlands|Stillsnow|Inside the mansion near the entrance to Trail to the Whitewood
Cliftlands|Orewell|Inside the house just above the Inn, past the guarded door (Difficulty: 6/10)
Cliftlands|Orewell|Inside the house by the Save Point, against the back wall on the right
Cliftlands|Orewell|Inside the guarded house between the Tavern and General Store (Difficulty: 7/10)
Cliftlands|Orewell|Inside the Tavern (go around the back of the table to reach it)
Woodlands|Duskbarrow|Just to the right of the large stone statue in the middle of town
Woodlands|Duskbarrow|South of the stone statue in the center of town, a little bit left, between a bush and a bit of pillar
Woodlands|Duskbarrow|Upper-left corner of the town, down the path past the guarded house
Riverlands|Riverford|Inside the house guarded by the Townsperson in the front part of town (Diffculty: 8/10)
Riverlands|Riverford|Lower Riverford, go down the first staircase, to the left
Riverlands|Riverford|Inside the guarded house right by the Save Point (Diffculty: 8/10)
Flatlands|Wispermill|In front of the General Store, almost directly below the sign itself
Frostlands|Northreach|Inside the Tavern, in the bottom-left corner
Frostlands|Northreach|Inside the guarded house to the left of the Provisioner (Difficulty: 6/10)
Frostlands|Northreach|Inside the far-right house in the front part of town
Frostlands|Northreach|End of the path before it goes upward towards the...cellars, oddly enough.
Frostlands|Northreach|Just right of the cellar building (inside Therion's Chapter 4 area)
Highlands|Everhold|Just to the left of the guarded house
Highlands|Everhold|Just to the right of the Save Point
Highlands|Everhold|In the Amphitheatre, against the right wall, 1st floor
Coastlands|Grandport|Hidden behind some supplies to the left of the Tavern
Coastlands|Grandport|At the top of the stairs down to the church
Coastlands|Grandport|Left of the church (go along the beach)
Coastlands|Grandport|Market docks, buried in the supplies on the right
Coastlands|Grandport|Back of the Bazaar, left chest
Coastlands|Grandport|Back of the Bazaar, right chest
Coastlands|Grandport|In the guarded house, between the beds (Difficulty: 8/10) (Guide/Allure woman inside to get her to move)
Sunlands|Marsalim|Just left of the building above the Armory
Sunlands|Marsalim|In the 2nd floor of the palace, right-side room, one of three chests
Sunlands|Marsalim|2nd chest of the row above
Sunlands|Marsalim|3rd chest of the ones above
Sunlands|Marsalim|Behind the throne inside the palace
Sunlands|Marsalim|In the market square, against the stairs on the right, hidden behind the green-hat merchant
Sunlands|Marsalim|Inside the guarded house in the market, behind the woman (Allure/Guide her to reach the chest)
Highlands|Mountain Pass|Directly north of the entrance from Cobbleston, hidden by the fog
Highlands|Mountain Pass|A grassy path along the southern path, going south off the main path
Highlands|Mountain Pass|Down a path to the right after the first set of north-bound steps, across from the 'flag'
Highlands|Mountain Pass|Down a short path right outside the Brigands' Den (visible as you approach)
Highlands|Brigands' Den|Left-most path, up the stairs, then u-turn back down a narrow rock path
Highlands|Brigands' Den|Left path to the supply area, top level, chest at the path's end
Highlands|Brigands' Den|Right-hand path, then up through the arch with the torch nearby
Highlands|Brigands' Den|Slightly hidden ramp just below the Save Point
Highlands|Brigands' Den|Right-hand path, arch with the torch, hidden path to the right of the torch
Highlands|South Cobbleston Gap|Across from the entrance to Eastern Sunshade Sands
Highlands|South Cobbleston Gap|Grassy area down the left-facing paths once you leave Cobbleston
Highlands|South Cobbleston Gap|Grassy area south of the signpost, down a shallow ramp
Highlands|South Cobbleston Gap|From path above, go the other way, through the doorway-like opening (chest visible behind a fence)
Highlands|South Cobbleston Gap|Near the North Cobbleston Gap entrance, hidden path across from the first green 'flag'
Highlands|North Cobbleston Gap|First downward ramp (grassy) off the main path from South Cobbleston Gap
Highlands|North Cobbleston Gap|Hidden path down, against the rocks next to the chest above
Highlands|North Cobbleston Gap|Small alcove near entrance to Untouched Sanctum (hidden entrance between rocks along main path)
Highlands|North Cobbleston Gap|Just south of the Signpost, in the direction of Rippletide
Highlands|North Cobbleston Gap|In a bush, across the bridge near the entrance from East Rippletide Coast
Highlands|Untouched Sanctum|Down the south path from the Save Point, then right at the fork
Highlands|Untouched Sanctum|South of the Save Point, by the stone carving for "Noelle, Seeker of Knowledge (l)"
Highlands|Untouched Sanctum|End of the winding path, in the clearing with the picnic-like setup, upper-left corner
Highlands|Untouched Sanctum|End of the winding path, in the clearing with the picnic-like setup, bottom-right corner
Highlands|Untouched Sanctum|Left of the Save Point and up the path to the North
Highlands|Untouched Sanctum|Directly left of the chest above (hidden path in the left wall)
Riverlands|Path of Rhiyo|Directly across from the entrance from Clearbrook, ramp down hidden between two trees, small clearing
Riverlands|Path of Rhiyo|In a small clearing on the island where the two bridges both connect
Riverlands|Path of Rhiyo|West of the Save Point, around the rocks (hidden path), across from the Cave of Rhiyo entrance
Riverlands|Cave of Rhiyo|Immediate left once you enter the Cave
Riverlands|Cave of Rhiyo|Down the ramp just south of the first set of stairs you see
Riverlands|Cave of Rhiyo|Up the first two staircases, then left through a hidden gap (by the torch) and loop around the rock
Riverlands|Cave of Rhiyo|Up a set of stairs just north of the first bridge, chest is on a small ledge
Riverlands|Cave of Rhiyo|Down from the first set of stairs after crossing the bridge, down a small ramp, near the water
Riverlands|Cave of Rhiyo|Near the final branch in the path (merchant visible in background) head down a ramp near a waterfall
Riverlands|Cave of Rhiyo|Right of the merchant, hidden path through the archway before the final clearing
Riverlands|Cave of Rhiyo|Just left of the Save Point (visible by Save Point and briefly on the way down from the bridge)
Riverlands|West Clearbrook Traverse|Just south of the entrance from South Bolderfall Pass, south past the bridge, near the river
Riverlands|West Clearbrook Traverse|South, across the bridge from the save point and down a short ramp, just around the side of it
Riverlands|West Clearbrook Traverse|Down the second bridge south as you leave Clearbrook, then to the left at the end of an outcrop
Riverlands|South Clearbrook Traverse|Down a small ramp right from the entrance to West Clearbrook Traverse
Riverlands|South Clearbrook Traverse|Left of the Save Point after the bridge
Riverlands|South Clearbrook Traverse|Down a short bridge on the path from Saintsbridge
Riverlands|South Clearbrook Traverse|Just across from the entrance from East Saintsbridge Traverse
Sunlands|Southern Sunshade Sands|Directly north of the entrance from South Clearbrook Traverse
Sunlands|Southern Sunshade Sands|Just south of the exit from Sunshade Catacombs, Save Point visible in background from chest's location
Sunlands|Southern Sunshade Sands|Directly south of Sunshade, hidden behind a short pillar of rock
Sunlands|Sunshade Catacombs|Directly below the entrance from Sunshade
Sunlands|Sunshade Catacombs|Up the stairs after going under the stone arches (can see it faintly above you as you pass)
Sunlands|Sunshade Catacombs|To the right of the Save Point, on the opposite side of the stairs
Sunlands|Sunshade Catacombs|Down the stairs from Save Point, follow path to area under start, hidden path to left
Sunlands|Eastern Sunshade Sands|Just to the left of the Whistling Cavern
Sunlands|Eastern Sunshade Sands|Just to the right of the Whistling Cavern, under an arch with sand falling off it
Sunlands|Eastern Sunshade Sands|Directly west of the entrance from South Cobbleston Gap
Woodlands|West S'warkii Trail|Near the Save Point, slightly north of it
Woodlands|West S'warkii Trail|Left-most grassy trail, west of the Signpost near the trail to Victors Hollow
Woodlands|West S'warkii Trail|Small dead-end near the entrance to North S'warkii Trail, by the Signpost
Woodlands|North S'warkii Trail|Small alcove near entrance to West S'warkii Trail
Woodlands|North S'warkii Trail|Just east (at the top) of the arching part with the railing on the western side of the area
Woodlands|North S'warkii Trail|Near entrance to Western Flamesgrace Wilds, slight dead-end just west of the first snow-covered tree
Woodlands|North S'warkii Trail|Near entrance to S'warkii, small clearing just right of the entrance
Woodlands|Path to the Whisperwood|Small dead-end directly across from the entrance to S'warkii
Woodlands|Path to the Whisperwood|Corner of forested area just north of entrance to S'warkii (small ramp along northern edge of path)
Woodlands|Path to the Whisperwood|Dead-end path near part where the main path first turns straight west
Woodlands|Path to the Whisperwood|Short dead-end where the path turns directly south for the first time
Woodlands|The Whisperwood|Directly north of the entrance to Path to the Whisperwood, end of a long dead-end
Woodlands|The Whisperwood|South-western-most corner (go straight west from entrance, small lower path)
Woodlands|The Whisperwood|Just east of the Save Point in a small clearing
Woodlands|The Whisperwood|Top of a hill directly east of the Save Point (path is between two rocks)
Woodlands|The Whisperwood|South of the Save Point (dead-end path, just before the Save Point + Torches)
Woodlands|The Whisperwood|Follow the path left, then take the first left after it turns north
Woodlands|Path of Beasts|At the first intersection, go down, then follow the path left
Woodlands|Path of Beasts|Up at the first intersection, then left at the second one (the one without torches, just sunlight)
Woodlands|Path of Beasts|Same as previous chest, but go right instead of left at the second intersection
Woodlands|Path of Beasts|Up at the second intersection, then hidden path along the left side of the path going upward
Flatlands|North Atlasdam Flats|Near entrance to Northern Flamesgrace Wilds (down a ramp, then a second ramp hidden against the wall)
Flatlands|North Atlasdam Flats|Near a stone spire close to the Save Point (hidden ramp just south of it)
Flatlands|Subterranean Study|Immediately on the left as you enter, down a short path
Flatlands|Subterranean Study|Up the first ramp (by the first torch) and straight forward, under the string of lights overhead
Flatlands|Subterranean Study|At the 3-pronged path (under the lights) keep going forward, follow the path around to the chest above
Flatlands|Subterranean Study|At the 3-pronged path above, go a bit past the ramp, then right BEHIND the ramp is a path to the chest
Flatlands|Subterranean Study|Right of the first set of actual stairs, down a short dead-end path (just before the Save Point)
Flatlands|Subterranean Study|Just past the Save Point, forward and around a corner
Flatlands|Subterranean Study|East of the Save Point. past the end-area and keep going east, then down a small ramp south
Flatlands|East Atlasdam Flats|Just outside the Atlasdam stone bridge, directly south of the save point
Flatlands|East Atlasdam Flats|Just down the path from Atlasdam, grassy path to the right of the main path
Flatlands|The Whistlewood|Near the entrance, up from the first torch, visible on the right
Flatlands|The Whistlewood|From the second torch after entering, follow the path down and around the lake's edge
Flatlands|The Whistlewood|Upward path through the arch, between the 3rd and 4th torches, then go right (hidden path)
Flatlands|The Whistlewood|Follow the torch-lit path, just northwest of the 5th torch (slightly above a section of broken fence)
Flatlands|The Whistlewood|Go down from the 5th torch, then slightly right as the path curves a bit, hidden in semi-darkness
Frostlands|Path to the Cave of Origin|On a slight dip below the main path, close to the entrance
Frostlands|Path to the Cave of Origin|Eastern-most point in the area, about halfway up the path, small turn-around on that side
Frostlands|Path to the Cave of Origin|In front of the Cave of Origin, on the left-hand side
Frostlands|Cave of Origin|Just inside the Cave of Origin (at first branch in the path, go left)
Frostlands|Cave of Origin|End of a short dead-end path, just south of the first staircase you encounter
Frostlands|Cave of Origin|Just to the right of the first staircase (ramp is hidden, walk along north side of path to the right of the staircase)
Frostlands|Cave of Origin|Top of the second staircase (the first short one), gap between the rocks on the right, ramp leads up to it
Frostlands|Cave of Origin|Short path downward (just before the Save Point)
Frostlands|Western Flamesgrace Wilds|Directly north of entrance to North S'warkii Trail (go around path's first turn)
Frostlands|Western Flamesgrace Wilds|Just east of Hoarfrost Grotto, in a small clearing below
Frostlands|Western Flamesgrace Wilds|Just above Hoarfrost Grotto, in a small clearing off to the right
Frostlands|Western Flamesgrace Wilds|Along upper part of the path, west-side outcrop across from where it meets Northern Flamesgrace Wilds
Frostlands|Northern Flamesgrace Wilds|Just west of the Save Point, to the south when the path splits north/south
Frostlands|Northern Flamesgrace Wilds|In a clearing just north of Flamesgrace, past the Save Point, path wraps around it
Frostlands|Northern Flamesgrace Wilds|Just below the last set of stairs leading out of Flamesgrace, down a small ramp
Cliftlands|Ravus Manor|First half, first floor, library area on left side
Cliftlands|Ravus Manor|First half, second floor, right-most room by the bed
Cliftlands|Ravus Manor|First half, second floor, left of the entrance to the back half of the Manor
Cliftlands|Ravus Manor|Second half, first floor (one you start on), right-most room
Cliftlands|Ravus Manor|Second half, second floor, just outside the 2-part room
Cliftlands|Ravus Manor|Second half, second floor, end of balcony overlooking the Dragonstones
Cliftlands|Ravus Manor|Second half, first floor, under the stairs by the Dragonstone room
Cliftlands|North Bolderfall Pass|Near entrance to Bolderfall, down ramp right outside the town
Cliftlands|North Bolderfall Pass|Hidden path (left of where the trail goes right with the rope railing) and up a pair of ramps
Cliftlands|North Bolderfall Pass|Near entrance to South Bolderfall Pass, down a small ramp from the other side of the last small bridge
Cliftlands|South Bolderfall Pass|Right near the Save Point, directly next to the bridge
Cliftlands|South Bolderfall Pass|Across the bridge from the Save Point, then up the ramp under the arch, then left on the cliff edge
Cliftlands|South Bolderfall Pass|Down the ramps towards Carrion Caves, on a wooden platform under the first ramp
Cliftlands|South Bolderfall Pass|Near entrance to West Clearbrook Traverse, directly above it, behind the first ramp down
Coastlands|North Rippletide Coast|Right of the path, right next to the entrance to East Atlasdam Flats
Coastlands|North Rippletide Coast|On the beach, down a small ramp directly south of the Save Point
Coastlands|North Rippletide Coast|Just south of Undertow Cove, on the same beach (where the path doubles back on itself)
Coastlands|East Rippletide Coast|On a beach south of the Save Point and down the stairs (to the left of the bridge)
Coastlands|East Rippletide Coast|On the beach to the right of the bridge, down a long, stone ramp
Coastlands|East Rippletide Coast|Other side of a ramp near the entrance from North Cobbleston Gap, left when the main path goes right
Coastlands|Path to the Caves of Maiya|Down the first ramp from the entrance, on the beach
Coastlands|Path to the Caves of Maiya|Down the second ramp from the entrance, at the path's end
Coastlands|Path to the Caves of Maiya|Go up from the stairs downward to the Caves proper, and follow the upward path to a small alcove
Coastlands|Path to the Caves of Maiya|Across from the Caves entrance, go around the stairs and onto the beach, half-buried in sand
Coastlands|Caves of Maiya|Hidden path across from the entrance, follow it to the left and around a curve
Coastlands|Caves of Maiya|As you follow the path, first upward path (torch by the path), chest visible on the way there
Coastlands|Caves of Maiya|On the docks, starting just west of the path of the chest above
Coastlands|Caves of Maiya|Hidden path just south of the Save Point (on the right), follow the path to the end
Coastlands|Caves of Maiya|Path to the left of the Save Point, before the final area, just follow the path to the end
Cliftlands|Road to Morlock's Manse|When the path goes north towards the Manse, follow it down, and onto a wooden path on the right
Cliftlands|Road to Morlock's Manse|Up the wooden stairs along the path (under the wooden platform with the purple crystal on it)
Cliftlands|Road to Morlock's Manse|End of the winding path by the last Save Point, by the Manse itself
Cliftlands|Morlock's Manse|Left-side room as you enter and go up the stairs, near the back window
Cliftlands|Morlock's Manse|Room on the lowest floor, behind the table, against the back wall
Cliftlands|Morlock's Manse|In the room behind the first Save Point (directly north of the Save Point)
Cliftlands|Morlock's Manse|From the chest above, hidden doorway in the upper-left corner, against the left wall, chest is in upper-left corner
Cliftlands|Morlock's Manse|Inside the room along the balcony from the Save Point room, near the fireplace
Cliftlands|Morlock's Manse|Room on the immediate left as you enter the second half, behind the table
Cliftlands|Morlock's Manse|Second room after you climb the stairs by the second half entrance, near the back crates
Cliftlands|Morlock's Manse|By the Save Point, on the other side of the large doorway, hidden in the shadows in the lower-left corner
Cliftlands|The Sewers|First path down after you enter, past the first Save Point
Cliftlands|The Sewers|Down from the waterfall, then down the stairs to the right
Cliftlands|The Sewers|Below the first room, dramatically placed between the two torches
Cliftlands|The Sewers|Inside the first room, near the back-left corner
Cliftlands|The Sewers|Across the bridge to the left of the first room, then up against the back wall
Cliftlands|The Sewers|From the chest above, go left and around the final room (hidden path against upper wall)
Cliftlands|The Sewers|Down the stairs by the last Save Point, down the narrow left path
Cliftlands|Carrion Caves|Across the bottom path across the cave, bottom-right corner of the dungeon
Cliftlands|Carrion Caves|Narrow, winding path, north of the Purple chest, down a short side-path, upper-left corner of the dungeon
Cliftlands|Carrion Caves|Path directly to the right of the Save Point, goes along the top of the dungeon after a ramp
Cliftlands|Carrion Caves|In the clearing where the Boss is located
Cliftlands|Carrion Caves|Hidden path below the 4th torch as you go up the ramps, into the darkness, end of the path
Coastlands|Road to the Caves of Azure|Up the narrow gap in the rocks from the entrance, through the winding, hidden path
Coastlands|Road to the Caves of Azure|Down the lower path when the main path forks into two wide paths
Coastlands|Road to the Caves of Azure|After you cross the bridge, take the lower path down
Coastlands|Caves of Azure|Down the path from the first Save Point, then left along the winding path
Coastlands|Caves of Azure|North of the first Save Point, along the winding path (faintly visible from Save Point)
Coastlands|Caves of Azure|Along the bridge lower down, then along the lowest path to the bottom-right corner of the dungeon
Coastlands|Caves of Azure|Follow the northern, winding path, then follow the hidden path north of the green frond plant
Flatlands|Orlick's Manse|Up the stairs as you enter, then u-turn and go down the southern hallway
Flatlands|Orlick's Manse|Second floor, left-most room, against the back wall
Flatlands|Orlick's Manse|Second floor, 2nd room from the left, to the right of the fireplace
Flatlands|Orlick's Manse|Against the wall under the stairs, on the left side of the room
Flatlands|Orlick's Manse|Second floor, back of the long room, against the back wall
Flatlands|Orlick's Manse|Right-most room, then through the doorway on the left wall into a hidden room
Flatlands|Orlick's Manse|First floor, down the stairs, by the desk near the center of the room
Flatlands|The Hollow Throne|Up the stairs by the Save Point at the entrance, hidden path against the right-hand wall
Flatlands|The Hollow Throne|Bottom-left corner of the dungeon, on the 1st floor
Flatlands|The Hollow Throne|Up the ramp that's left of the overgrown stone arch
Flatlands|The Hollow Throne|In a stone alcove between the 1st floor staircases (go up to the 2nd floor, left, then down the right stairs to get to it)
Flatlands|The Hollow Throne|3rd floor, alcove on the right (use the right-side stairs to reach it)
Flatlands|The Hollow Throne|4th floor, u-turn after the stairs from the 3rd floor, chest is under the narrow arch
Flatlands|The Hollow Throne|Very top of the dungeon, right of the throne
Flatlands|The Hollow Throne|Left of the last stairs before the throne (hidden in shadows)
Sunlands|Whistling Cavern|As you enter, take the left path and stay left until the end of the path along the edge of the dungeon
Sunlands|Whistling Cavern|In the left 'branch' of paths, take the short ramp on the left, follow the path to the clearing in back
Sunlands|Whistling Cavern|Left 'branch' of paths, go past the small ramp, down the hall, hidden path to the right
Sunlands|Whistling Cavern|Go down the right paths (bordered by stalagmites), go down along the wall, follow the path down (hidden path in left wall)
Sunlands|Whistling Cavern|Go down the right paths (bordered by stalagmites), go to the wall, follow it up, chest is partially hidden behind a rock on the cliff
Highlands|Tomb of Kings|Up the stairs from the entrance, then left along the 2nd floor
Highlands|Tomb of Kings|From the previous chest, up into the alcove, then hidden arch under the stairs, then down
Highlands|Tomb of Kings|From previous chest, back under the stairs, then up while still under the stairs
Highlands|Tomb of Kings|3rd floor, right side, in the upper-right corner of the area around the top of the stairs
Highlands|Tomb of Kings|4th floor, up the left staircase from the 3rd floor, then ignore the next stairs and go left
Highlands|Tomb of Kings|4th floor, up the right staircase, on the small upraised platform with the railing
Highlands|Tomb of Kings|5th floor, in the back, against the wall
Riverlands|Murkwood Trail|Right near the main path, after going down the first few ramps
Riverlands|Murkwood Trail|Where the main path reaches the lowest point (ramp is partially behind a rock pillar), down the grassy side path
Riverlands|Murkwood Trail|Hidden path directly left of the Save Point before The Murkwood bridge
Riverlands|Twin Falls|North of the first Save Point, against the left wall, hidden path (visible from first left path at start)
Riverlands|Twin Falls|North of the first Save Point, left at the fork, end of the short path, against the stalagmites
Riverlands|Twin Falls|North of the first Save Point, right at the fork, then take the lower path
Riverlands|Twin Falls|Right at the Save Point, then right at the fork after that, end of a lower path
Riverlands|Twin Falls|South of the Boss area, down the south-east path, in a small outcrop along the path (Boss clearing visible in background)
Riverlands|Twin Falls|Down the south-west path from the Boss clearing area, along the left-most edge of the dungeon
Riverlands|Twin Falls|In the Boss Clearing
Riverlands|Twin Falls|Past the Boss Clearing, hidden path against the right wall of the clearing
Riverlands|The Murkwood|Directly left as you enter, at the first torch, follow the short grassy path along the river
Riverlands|The Murkwood|Left from the entrance, go north and stay along the riverside the whole way
Riverlands|The Murkwood|Right from the entrance, through the arch, then down at the fork after the arch
Riverlands|The Murkwood|Up from the northern Save Point, left at the torch and down the long, misty path
Riverlands|The Murkwood|By the eastern river, north along bank on the left side
Riverlands|The Murkwood|Bottom-right corner of the dungeon, across a grassy bridge over the river, under an outcrop
Riverlands|The Murkwood|Just north of the chest above, short bridge over the river, follow the path north
Riverlands|The Murkwood|Hidden path to the right, behind the arch of rocks, just before the Boss clearing
Riverlands|The Murkwood|Left of the final Save Point, follow the path left, then down the ramp into the dark part of the forest, into a grassy dead-end
Frostlands|Road to the Obsidian Parlor|Hidden to the far left of the Parlor's entrance, behind some trees, against the outer wall
Frostlands|Road to the Obsidian Parlor|Near the entrance from Stillsnow, up a ramp leading north, in a small, snowy clearing
Frostlands|Road to the Obsidian Parlor|Down the narrow ramp next to the Save Point, in a small clearing
Frostlands|Secret Path|Down the stairs to the immediate right from the entrance, end of the short path
Frostlands|Secret Path|Down the stairs from the first Save Point, then down the ramp just south of those stairs
Frostlands|Secret Path|Down the stairs from the first Save Point, then to the right
Frostlands|Secret Path|Across the bridge, then down a hidden path to the south (hidden by the cliff)
Frostlands|Secret Path|Across the bridge, then down the stairs you see to the north
Frostlands|Secret Path|Down the stairs north of the first Save Point
Frostlands|Secret Path|Down the short staircase near the entrance to the Obsidian Parlor, a bit south of the entrance
Frostlands|Secret Path|Path across from the entrance to the Obsidian Parlor, at the path's end
Frostlands|Hoarfrost Grotto|Follow the path south of the first Save Point (under the bridge and through the hidden bit)
Frostlands|Hoarfrost Grotto|Directly south-east of the first Save Point, down a short path (Save Point still visible in background)
Frostlands|Hoarfrost Grotto|Path south of the first Save Point, then right, and right again after a ramp back up
Frostlands|Hoarfrost Grotto|Hidden path just north of the chest above, to the right, in the rocks
Frostlands|Hoarfrost Grotto|Upper-right part of the main looping path, upward path, leads along upper edge of dungeon
Frostlands|Hoarfrost Grotto|Path south of the Boss clearing, down a ramp and a short path
Highlands|Spectrewood Trail|Near the entrance, just to the north, a gap in the rocks by the first tree you can see
Highlands|Spectrewood Trail|In the grassy field between the Stonegard path and the Spectrewood entrance, against the northern cliff
Highlands|Spectrewood Trail|In the grassy field, take the ramp upward (before the green flag), chest is in the fog past the arch
Highlands|The Spectrewood|Up from the first Save Point, and keep left, in a small grassy alcove
Highlands|The Spectrewood|From the chest above, back down the path, then go right and follow the new path north to a clearing
Highlands|The Spectrewood|Directly left of the final Save Point (go down, left, then loop back around to reach it along a grassy path)
Highlands|The Spectrewood|Under the arch in the bottom-right of the dungeon, hidden path left of the torch by the broken pillar
Highlands|The Spectrewood|From the visible chest under the arch, south a bit, then east, up a grassy slope, dark grassy area
Highlands|North Stonegard Pass|Directly east of the Signpost, through a hidden path under the rocky arch, in a patch of grass
Highlands|North Stonegard Pass|Short path near the entrance from West Stonegard Pass, down a ramp, in front of the tree
Highlands|North Stonegard Pass|Right near the entrance from Moonstruck Coast, on a small grassy patch to the left
Highlands|West Stonegard Pass|Near the Eastern Wellspring entrance, up the first ramp then left, behind the green flag
Highlands|West Stonegard Pass|From the Eastern Wellspring entrance, left at the last fork before the 1st bridge
Highlands|West Stonegard Pass|From the North Stonegard entrance, down, then down the ramp when the path goes left
Riverlands|East Saintsbridge Traverse|Across from the entrance from South Clearbrook Traverse, past the bridge, down a grassy ramp
Riverlands|East Saintsbridge Traverse|Just down the ramp from the Save Point, before the bridge, by a tree to the right
Riverlands|East Saintsbridge Traverse|By the River Dweller (Quest-giver) just past him, along the riverbank
Riverlands|Farshore|From the first Save Point, go up the northern bridge and u-turn past the torch
Riverlands|Farshore|From the first Save Point, go up the northern bridge, then take the left fork when the path splits after the torch
Riverlands|Farshore|Up the northern bridge, right after the torch, then directly south until you reach the water's edge
